age,category,price,gender_Male,payment_method_Credit Card,payment_method_Debit Card,shopping_mall_Emaar Square Mall,shopping_mall_Forum Istanbul,shopping_mall_Istinye Park,shopping_mall_Kanyon,shopping_mall_Mall of Istanbul,shopping_mall_Metrocity,shopping_mall_Metropol AVM,shopping_mall_Viaport Outlet,shopping_mall_Zorlu Center
27,Shoes,3000.85,0,0,0,0,0,0,0,0,0,1,0,0
36,Shoes,3000.85,1,1,0,0,0,1,0,0,0,0,0,0
37,Shoes,3000.85,1,0,1,0,0,1,0,0,0,0,0,0
27,Shoes,3000.85,1,0,0,0,0,0,1,0,0,0,0,0
44,Shoes,3000.85,1,1,0,0,0,0,1,0,0,0,0,0
66,Shoes,3000.85,1,0,0,1,0,0,0,0,0,0,0,0
63,Shoes,3000.85,1,0,0,0,0,0,0,0,0,0,0,1
54,Shoes,3000.85,0,1,0,0,0,0,0,0,1,0,0,0
65,Shoes,3000.85,1,0,0,0,0,0,0,1,0,0,0,0
49,Shoes,3000.85,0,1,0,0,0,0,0,1,0,0,0,0
27,Shoes,3000.85,1,0,0,0,0,0,0,0,1,0,0,0
39,Shoes,3000.85,0,1,0,0,0,0,1,0,0,0,0,0
35,Shoes,3000.85,0,1,0,0,0,0,0,1,0,0,0,0
26,Shoes,3000.85,1,0,0,1,0,0,0,0,0,0,0,0
39,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,0,0
47,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,1,0
26,Shoes,3000.85,0,0,0,0,0,0,1,0,0,0,0,0
45,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
53,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,1,0
40,Shoes,3000.85,1,0,0,0,0,0,0,0,1,0,0,0
27,Shoes,3000.85,1,1,0,0,0,0,0,0,1,0,0,0
25,Shoes,3000.85,1,0,0,0,0,0,0,0,0,1,0,0
57,Shoes,3000.85,1,1,0,0,0,0,0,0,0,0,0,0
40,Shoes,3000.85,1,0,0,0,0,0,0,0,1,0,0,0
64,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,0,1
65,Shoes,3000.85,0,1,0,0,0,1,0,0,0,0,0,0
61,Shoes,3000.85,0,0,0,0,0,1,0,0,0,0,0,0
23,Shoes,3000.85,0,0,1,0,0,0,0,0,1,0,0,0
37,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,1,0
49,Shoes,3000.85,0,0,1,0,0,0,0,1,0,0,0,0
43,Shoes,3000.85,1,1,0,0,0,1,0,0,0,0,0,0
33,Shoes,3000.85,0,0,0,0,0,0,0,0,1,0,0,0
37,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
58,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,0,0
64,Shoes,3000.85,0,1,0,0,0,0,1,0,0,0,0,0
32,Shoes,3000.85,0,1,0,0,0,0,0,0,0,1,0,0
68,Shoes,3000.85,1,0,1,0,0,0,1,0,0,0,0,0
41,Shoes,3000.85,0,0,0,0,0,0,1,0,0,0,0,0
67,Shoes,3000.85,0,1,0,0,0,0,1,0,0,0,0,0
54,Shoes,3000.85,1,0,0,0,0,0,0,1,0,0,0,0
47,Shoes,3000.85,1,1,0,0,0,0,0,1,0,0,0,0
40,Shoes,3000.85,1,0,0,0,0,0,0,0,1,0,0,0
35,Shoes,3000.85,1,0,1,1,0,0,0,0,0,0,0,0
37,Shoes,3000.85,1,0,0,0,0,0,0,1,0,0,0,0
51,Shoes,3000.85,0,0,1,0,0,0,0,0,0,0,1,0
24,Shoes,3000.85,1,0,0,0,0,0,1,0,0,0,0,0
26,Shoes,3000.85,0,0,1,0,0,0,0,0,0,0,0,0
32,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,0,0
52,Shoes,3000.85,0,0,1,0,0,0,0,0,0,1,0,0
62,Shoes,3000.85,0,0,0,0,0,0,0,0,1,0,0,0
25,Shoes,3000.85,1,1,0,0,0,1,0,0,0,0,0,0
44,Shoes,3000.85,0,0,1,0,0,0,0,0,0,0,0,0
38,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
37,Shoes,3000.85,1,1,0,0,0,0,0,1,0,0,0,0
64,Shoes,3000.85,1,0,0,0,0,0,0,1,0,0,0,0
55,Shoes,3000.85,0,0,1,0,0,0,1,0,0,0,0,0
52,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
27,Shoes,3000.85,0,0,0,0,0,0,0,0,0,1,0,0
58,Shoes,3000.85,0,0,0,0,0,0,1,0,0,0,0,0
25,Shoes,3000.85,1,1,0,0,0,0,1,0,0,0,0,0
22,Shoes,3000.85,0,0,0,0,0,0,0,0,0,1,0,0
58,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,0,1
43,Shoes,3000.85,1,0,0,0,0,1,0,0,0,0,0,0
42,Shoes,3000.85,0,1,0,0,0,0,0,0,1,0,0,0
52,Shoes,3000.85,1,0,0,0,0,0,1,0,0,0,0,0
63,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,1,0
45,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
62,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
36,Shoes,3000.85,0,1,0,0,0,0,0,1,0,0,0,0
50,Shoes,3000.85,0,0,0,0,1,0,0,0,0,0,0,0
31,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
39,Shoes,3000.85,1,1,0,0,0,0,0,0,0,0,1,0
20,Shoes,3000.85,0,0,1,0,0,0,0,0,1,0,0,0
57,Shoes,3000.85,1,0,1,0,0,1,0,0,0,0,0,0
42,Shoes,3000.85,1,1,0,0,0,0,1,0,0,0,0,0
20,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,0,0
23,Shoes,3000.85,1,0,0,0,0,0,0,1,0,0,0,0
62,Shoes,3000.85,1,1,0,0,0,1,0,0,0,0,0,0
31,Shoes,3000.85,0,1,0,0,0,0,0,1,0,0,0,0
67,Shoes,3000.85,1,0,0,0,1,0,0,0,0,0,0,0
23,Shoes,3000.85,0,0,1,0,0,1,0,0,0,0,0,0
20,Shoes,3000.85,0,0,0,0,0,1,0,0,0,0,0,0
61,Shoes,3000.85,1,1,0,0,0,0,0,0,0,1,0,0
49,Shoes,3000.85,1,1,0,0,0,0,0,0,0,0,0,0
45,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
24,Shoes,3000.85,0,0,1,0,0,0,0,0,0,1,0,0
61,Shoes,3000.85,0,1,0,0,0,0,0,0,0,1,0,0
67,Shoes,3000.85,0,0,0,0,0,0,0,0,0,1,0,0
22,Shoes,3000.85,1,1,0,0,0,0,1,0,0,0,0,0
62,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
18,Shoes,3000.85,0,0,1,0,0,0,1,0,0,0,0,0
42,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,0,1
19,Shoes,3000.85,1,0,0,0,0,0,0,1,0,0,0,0
38,Shoes,3000.85,1,0,1,0,0,0,0,1,0,0,0,0
50,Shoes,3000.85,1,1,0,0,0,1,0,0,0,0,0,0
48,Shoes,3000.85,1,0,0,0,0,0,0,0,0,0,0,0
37,Shoes,3000.85,0,1,0,0,0,0,0,0,0,1,0,0
48,Shoes,3000.85,1,0,1,0,0,0,0,0,0,0,1,0
53,Shoes,3000.85,0,0,1,0,0,0,0,0,0,0,0,1
23,Shoes,3000.85,1,0,0,0,0,0,1,0,0,0,0,0
29,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,0,0
37,Shoes,3000.85,0,0,1,0,0,0,1,0,0,0,0,0
65,Shoes,3000.85,1,1,0,0,0,0,1,0,0,0,0,0
34,Shoes,3000.85,0,0,0,0,0,0,1,0,0,0,0,0
49,Shoes,3000.85,1,0,0,0,0,0,1,0,0,0,0,0
59,Shoes,3000.85,0,1,0,0,0,0,0,0,1,0,0,0
30,Shoes,3000.85,1,0,0,1,0,0,0,0,0,0,0,0
64,Shoes,3000.85,0,0,0,0,0,0,0,0,0,0,0,1
23,Shoes,3000.85,0,1,0,0,0,1,0,0,0,0,0,0
32,Shoes,3000.85,0,1,0,0,0,0,0,1,0,0,0,0
54,Shoes,3000.85,0,0,0,0,0,1,0,0,0,0,0,0
63,Shoes,3000.85,0,0,1,0,0,0,0,1,0,0,0,0
60,Shoes,3000.85,1,1,0,0,0,0,0,1,0,0,0,0
42,Shoes,3000.85,1,0,0,0,0,0,1,0,0,0,0,0
65,Shoes,3000.85,1,0,1,0,0,0,1,0,0,0,0,0
66,Shoes,3000.85,0,0,0,0,0,0,0,1,0,0,0,0
45,Shoes,3000.85,1,0,1,0,0,0,0,0,0,0,0,1
47,Shoes,3000.85,0,1,0,0,0,0,0,0,1,0,0,0
55,Shoes,3000.85,1,1,0,1,0,0,0,0,0,0,0,0
50,Shoes,3000.85,0,0,0,0,0,0,0,0,0,1,0,0
66,Shoes,3000.85,1,1,0,0,0,0,0,0,1,0,0,0
39,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,1,0
42,Shoes,3000.85,1,1,0,0,0,0,0,0,1,0,0,0
49,Shoes,3000.85,1,0,1,0,1,0,0,0,0,0,0,0
43,Shoes,3000.85,1,0,0,0,0,0,0,0,1,0,0,0
27,Shoes,3000.85,1,0,0,0,1,0,0,0,0,0,0,0
33,Shoes,3000.85,0,1,0,0,0,0,0,0,0,0,0,0
45,Shoes,3000.85,1,0,1,0,0,0,0,0,0,1,0,0
44,Shoes,3000.85,1,0,0,1,0,0,0,0,0,0,0,0
50,Shoes,3000.85,0,1,0,0,0,0,0,1,0,0,0,0
58,Shoes,3000.85,0,1,0,0,0,0,0,0,0,1,0,0
18,Shoes,3000.85,1,0,0,0,0,0,0,0,1,0,0,0
42,Shoes,3000.85,0,0,0,0,0,0,0,0,0,1,0,0
